mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,zcr_mean,zcr_std,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,spec_bandwidth_mean,rms_mean,rms_std,chroma_mean,label,label_idx
-429.50446,185.48232,31.428997,52.149372,-15.105298,29.314894,6.4031534,15.744552,-17.867113,33.284286,3.9290926,8.430166,-13.935864,25.563864,-3.3567884,8.903996,-2.9009595,5.731987,0.8634033,4.031812,-2.2878625,5.623471,-7.894568,14.174091,1.7206309,5.7476816,0.032619432471264365,0.060943013200375054,744.8172763253858,1282.316323083308,1433.4430563038793,616.9878848542431,0.0441811,0.08316837,0.109951854,covid,0
-435.6894,189.29443,28.66373,48.94411,-15.158251,32.54842,7.5023937,15.144315,-12.840781,28.069414,7.0168,12.850212,-12.523688,23.16286,-4.7126064,10.705454,-4.89035,9.008982,0.26590773,4.7102814,-1.4805956,5.211415,-4.5923347,8.06577,-0.16888066,4.640365,0.0363348599137931,0.07323360191702498,747.3705378158758,1359.3913544695722,1430.9679754849137,602.4976518192269,0.042954348,0.08520013,0.11332991,covid,0
-471.27737,173.09676,30.516785,55.495426,-13.17643,31.003979,6.4132137,15.224585,-10.294869,22.308111,2.2975082,9.10401,-8.869033,16.803486,-3.4458327,9.836405,-3.0101562,6.6670747,-0.49018896,4.6184764,-3.0968583,6.1718693,-4.583179,8.613559,0.42757744,4.226836,0.029134114583333332,0.05715193494977108,593.4729645144128,1147.1982466169516,1091.6343952047414,501.6521155133043,0.025636256,0.055017035,0.11399513,covid,0
-497.05432,155.65013,46.702106,65.10684,-4.3538146,14.988989,14.362361,21.645023,-3.973099,9.181888,6.3475904,12.160384,-10.211501,19.79089,-4.91886,10.575754,-6.680448,10.199584,-7.8548975,11.513817,-3.073042,7.447078,-11.41239,16.776674,-4.9091554,10.3945465,0.034022539511494254,0.05479060604950053,654.6259010211289,1044.5040433165423,1360.1806640625,661.0637635253777,0.024119379,0.042089324,0.14261906,covid,0
-519.2153,181.71603,38.443768,65.040504,-18.286467,33.36473,7.7139325,16.313152,1.8534743,6.7393503,5.296238,12.794581,-11.992518,20.99643,-6.2139792,11.383091,-5.3900537,9.905761,-6.627649,11.93563,-3.759878,7.576508,-5.170259,10.28807,-4.257435,8.517438,0.025598284841954023,0.04556668036227836,531.8877498970737,955.1590276504468,915.6561489762931,453.65877067400265,0.020749193,0.04126542,0.13525115,covid,0
-348.045,215.40427,61.25861,67.51841,-38.486908,48.612312,8.056489,11.102145,-9.695682,17.622858,21.767262,24.688955,-20.548077,25.414625,-5.8827915,7.058593,-10.695757,12.492871,-19.264944,21.723606,-2.8507383,8.918971,-9.334265,10.525325,-4.7957854,8.81446,0.05430585488505747,0.06093507983007603,944.4524214177229,1042.7809419189473,1781.5631734913793,817.8025320423598,0.07953415,0.09153564,0.19470194,covid,0
-558.5782,158.70941,32.70229,59.574875,-9.463213,31.953732,5.7287583,14.130131,-0.595819,6.6913,10.800918,22.116516,-4.886966,14.084466,-3.6065006,10.309393,-4.76305,11.161877,-6.4416842,12.7649355,-1.6494229,6.786083,-5.760127,11.433615,-3.1225011,7.658631,0.02358342313218391,0.04672258026317718,508.2049611935336,1107.0091055807302,815.4153758081897,445.7145244941283,0.016031725,0.03781079,0.10206717,covid,0
-496.10358,187.12837,41.688267,59.06546,-25.943893,40.894016,11.252441,18.300606,-0.14374332,11.143046,13.438613,20.727093,-14.862531,25.459904,-5.786546,10.282795,-1.5044436,5.5278296,-9.344098,13.599923,-5.845609,9.605948,-11.337621,16.308662,-7.6654286,11.296655,0.043619791666666664,0.06380849721455922,759.2937129501817,1044.7405231787175,1425.7703057650863,616.5934584496721,0.02551929,0.045056038,0.15299027,covid,0
-486.13586,200.37318,50.779835,65.937004,-24.336098,41.410233,10.953473,17.538021,-2.7123976,12.385441,18.608252,24.74124,-16.30934,26.000042,-6.15533,9.310852,-4.5284233,6.8705087,-10.021496,15.403308,-4.400861,6.95695,-10.2961035,14.813915,-4.4571276,8.062216,0.04125134698275862,0.0590775022675399,763.3523375757625,1080.056777283472,1374.4123787715516,689.1176156307712,0.031494103,0.046121895,0.1594326,covid,0
-544.5522,165.23212,34.27047,60.478817,1.3985504,7.715669,5.898182,12.773311,-11.518218,21.664783,10.177587,18.168192,-10.83466,19.607597,-2.8337574,7.954921,-5.623996,11.385797,-5.570129,10.804862,-0.24477865,4.919815,-5.9434814,12.069538,-6.332165,11.227168,0.033988864942528736,0.06671107102696272,554.0506386303695,1031.2713157098906,1237.5404094827586,592.9885544008577,0.018436978,0.04021546,0.11913131,covid,0
